TOFACITINIB+C0009324,TOFACITINIB,C0009324,"['35380740', '34958359', '34460029', '34196200', '33742652', '33684552', '33513294', '33290538', '33245746', '33127596', '33039585', '32816215', '32794567', '31660640', '30476584', '29850873', '29377257', '29028981', '28467869', '27194530', '25651782', '22894574']"
TOFACITINIB+C3495559,TOFACITINIB,C3495559,['34767764']
TOFACITINIB+C0003872,TOFACITINIB,C0003872,"['34510295', '33766074', '33452181', '32396519', '31319908', '30824647', '30713722', '30713721', '29045212', '29045207', '26875540']"
TOFACITINIB+C0032285,TOFACITINIB,C0032285,['34133856']
TOFACITINIB+C0024141,TOFACITINIB,C0024141,['34099646']
TOFACITINIB+C0206750,TOFACITINIB,C0206750,['34023513']
TOFACITINIB+C0002171,TOFACITINIB,C0002171,"['34008179', '29452121']"
TOFACITINIB+C0699893,TOFACITINIB,C0699893,['33742652']
TOFACITINIB+C0085074,TOFACITINIB,C0085074,['33317858']
TOFACITINIB+C0687702,TOFACITINIB,C0687702,"['33290538', '33039585', '30075427']"
TOFACITINIB+C0009450,TOFACITINIB,C0009450,"['33245746', '24441153']"
TOFACITINIB+C0021390,TOFACITINIB,C0021390,['32794567']
TOFACITINIB+C0012634,TOFACITINIB,C0012634,"['32770665', '22525048']"
TOFACITINIB+C0342895,TOFACITINIB,C0342895,['32770665']
TOFACITINIB+C0039082,TOFACITINIB,C0039082,['32461206']
TOFACITINIB+C0406645,TOFACITINIB,C0406645,['31314977']
TOFACITINIB+C0206062,TOFACITINIB,C0206062,['31314977']
TOFACITINIB+C0409652,TOFACITINIB,C0409652,['30886732']
TOFACITINIB+C0010346,TOFACITINIB,C0010346,"['30663107', '28209624', '24480677']"
TOFACITINIB+C0011615,TOFACITINIB,C0011615,"['30556911', '27423107']"
TOFACITINIB+C4083212,TOFACITINIB,C4083212,['30096107']
TOFACITINIB+C0019360,TOFACITINIB,C0019360,"['29850873', '28845577']"
TOFACITINIB+C0406317,TOFACITINIB,C0406317,"['29782642', '28714180', '28558978', '28396102', '28317328', '27271195', '27692733', '27600367', '27538247', '26875540', '26267721', '26051365', '25951857', '25418186', '24595567']"
TOFACITINIB+C0001144,TOFACITINIB,C0001144,['29781900']
TOFACITINIB+C0033860,TOFACITINIB,C0033860,"['29748971', '28927890', '27059729', '24289224', '23294276', '19225543']"
TOFACITINIB+C0409667,TOFACITINIB,C0409667,['29282090']
TOFACITINIB+C0406322,TOFACITINIB,C0406322,['28396102']
TOFACITINIB+C0011389,TOFACITINIB,C0011389,"['28133877', '27716172', '27168266', '26149717', '23387374']"
TOFACITINIB+C3899278,TOFACITINIB,C3899278,['27002108']
TOFACITINIB+C0948162,TOFACITINIB,C0948162,['27002108']
TOFACITINIB+C0039103,TOFACITINIB,C0039103,['27002108']
TOFACITINIB+C0018213,TOFACITINIB,C0018213,['26204202']
TOFACITINIB+C0948807,TOFACITINIB,C0948807,['27129117']
TOFACITINIB+C1274728,TOFACITINIB,C1274728,['24267397']
TOFACITINIB+C0013238,TOFACITINIB,C0013238,"['22607938', '22525048']"
TOFACITINIB+C0015397,TOFACITINIB,C0015397,['22525048']
TOFACITINIB+C0277528,TOFACITINIB,C0277528,['21896097']
TOFACITINIB+C0025218,TOFACITINIB,C0025218,['20806385']
TOFACITINIB+C0018790,TOFACITINIB,C0018790,['20626385']
TOFACITINIB+C0153886,TOFACITINIB,C0153886,['15111930']
TOFACITINIB+C0023473,TOFACITINIB,C0023473,['11464978']
TOFACITINIB+C0002962,TOFACITINIB,C0002962,['6437840']
OCLACITINIB+C0585186,OCLACITINIB,C0585186,['25688708']
OCLACITINIB+C0518214,OCLACITINIB,C0518214,['25688708']
OCLACITINIB+C0011615,OCLACITINIB,C0011615,"['25496303', '25109820', '24581322', '23829933']"
OCLACITINIB+C0037284,OCLACITINIB,C0037284,['23829933']
OCLACITINIB MALEATE+C0011615,OCLACITINIB MALEATE,C0011615,"['25109820', '24581322']"
BARICITINIB+C0024141,BARICITINIB,C0024141,"['35578304', '33037080', '30043749']"
BARICITINIB+C1847200,BARICITINIB,C1847200,['35484697']
BARICITINIB+C0011615,BARICITINIB,C0011615,"['35484697', '35086348', '35041213', '34176407', '33834521', '33600915', '33222559', '29410014']"
BARICITINIB+C1276072,BARICITINIB,C1276072,['35354410']
BARICITINIB+C0241136,BARICITINIB,C0241136,['35354410']
BARICITINIB+C0002171,BARICITINIB,C0002171,"['35334197', '34090959']"
BARICITINIB+C3899278,BARICITINIB,C3899278,"['35264432', '30078086']"
BARICITINIB+C0010340,BARICITINIB,C0010340,['35123660']
BARICITINIB+C0003873,BARICITINIB,C0003873,"['34526397', '34412009', '33318522', '33200220', '33046136', '32452344', '32414425', '31729189', '31233281', '31040122', '30999933', '30784354', '30647190', '30219772', '30194275', '29415145', '29134891', '29119202', '28923098', '28891251', '28811354', '28798049', '28440680', '28199814', '28029752', '27799159', '27723271', '27028914', '26834213', '25431052']"
BARICITINIB+C0518214,BARICITINIB,C0518214,"['34176407', '33834521']"
BARICITINIB+C0032285,BARICITINIB,C0032285,['33962573']
BARICITINIB+C1853555,BARICITINIB,C1853555,['33834521']
BARICITINIB+C1457887,BARICITINIB,C1457887,['33834521']
BARICITINIB+C0011881,BARICITINIB,C0011881,['29481660']
BARICITINIB+C0027627,BARICITINIB,C0027627,['28798049']
BARICITINIB+C0033860,BARICITINIB,C0033860,['26800231']
PEFICITINIB+C0003873,PEFICITINIB,C0003873,"['34850095', '34429152', '33050760', '32591978', '32164762', '31350270', '31350269', '28118538', '27748083', '26672064']"
PEFICITINIB+C0009324,PEFICITINIB,C0009324,['29917064']
PEFICITINIB+C0033860,PEFICITINIB,C0033860,['25704750']
ITACITINIB+C0856825,ITACITINIB,C0856825,"['35689489', '34971577', '32324888']"
ITACITINIB+C4329281,ITACITINIB,C4329281,['35288468']
ITACITINIB+C0877373,ITACITINIB,C0877373,['35260349']
ITACITINIB+C0855090,ITACITINIB,C0855090,['29695516']
ITACITINIB+C0026987,ITACITINIB,C0026987,['27789678']
ITACITINIB+C1304119,ITACITINIB,C1304119,['26769332']
UPADACITINIB+C3889038,UPADACITINIB,C3889038,['35908570']
UPADACITINIB+C0038013,UPADACITINIB,C0038013,"['35896281', '35332058', '34196498', '31732180']"
UPADACITINIB+C0003873,UPADACITINIB,C0003873,"['35751108', '35246470', '35121639', '34897366', '34779576', '33590829', '33407801', '33332480', '33313898', '33164611', '33148701', '33115760', '33053283', '32638504', '32277824', '31815649', '31791386', '31610021', '31362993', '31287230', '31194885', '31130260', '30945116', '29908670', '29908669', '29688617', '27390150', '27389975', '27272171']"
UPADACITINIB+C0702166,UPADACITINIB,C0702166,['35714786']
UPADACITINIB+C0011615,UPADACITINIB,C0011615,"['35714786', '34403658', '34347860', '33156550', '31786154']"
UPADACITINIB+C0009324,UPADACITINIB,C0009324,"['35644166', '34107013', '32092309']"
UPADACITINIB+C0003872,UPADACITINIB,C0003872,"['35332058', '34663636', '34464029', '33789011', '33272960']"
UPADACITINIB+C0030193,UPADACITINIB,C0030193,['35332058']
UPADACITINIB+C0010346,UPADACITINIB,C0010346,"['34968730', '34042156', '33755884', '32044319', '31594037']"
UPADACITINIB+C1843013,UPADACITINIB,C1843013,"['34403658', '34023009']"
UPADACITINIB+C0000737,UPADACITINIB,C0000737,['34107013']
UPADACITINIB+C0518214,UPADACITINIB,C0518214,"['34107013', '33755884']"
UPADACITINIB+C1457887,UPADACITINIB,C1457887,['34107013']
UPADACITINIB+C0426636,UPADACITINIB,C0426636,['34107013']
UPADACITINIB+C1276072,UPADACITINIB,C1276072,"['34023009', '34023008']"
UPADACITINIB+C3266262,UPADACITINIB,C3266262,['32638504']
UPADACITINIB+C0012634,UPADACITINIB,C0012634,"['31815649', '31791386']"
ABROCITINIB+C0011615,ABROCITINIB,C0011615,"['35871814', '34743361', '34416294', '34406619', '34406366', '33795561', '33761207', '32830463', '32711801', '32492087', '31577341']"
ABROCITINIB+C1276072,ABROCITINIB,C1276072,"['35439608', '34779063', '33954933']"
ABROCITINIB+C0518214,ABROCITINIB,C0518214,"['34743361', '33954933']"
ABROCITINIB+C1457887,ABROCITINIB,C1457887,['34743361']
ABROCITINIB+C1565489,ABROCITINIB,C1565489,['34637151']
ABROCITINIB+C0012634,ABROCITINIB,C0012634,['33795561']
ABROCITINIB+C0948807,ABROCITINIB,C0948807,['33749838']
ABROCITINIB+C0033860,ABROCITINIB,C0033860,['28949012']
UPADACITINIB TARTRATE+C0003873,UPADACITINIB TARTRATE,C0003873,['33332480']
BREPOCITINIB+C0002171,BREPOCITINIB,C0002171,"['35000236', '34915057', '33757798']"
BREPOCITINIB+C0406317,BREPOCITINIB,C0406317,"['32311398', '31972249', '29266308']"
BREPOCITINIB+C0011603,BREPOCITINIB,C0011603,['31972249']
DELGOCITINIB+C1276092,DELGOCITINIB,C1276092,"['35084738', '31466119']"
DELGOCITINIB+C3887654,DELGOCITINIB,C3887654,['35084738']
DELGOCITINIB+C0011615,DELGOCITINIB,C0011615,"['34118298', '31425780', '29665062']"
DELGOCITINIB+C1276072,DELGOCITINIB,C1276072,"['31820485', '28960254']"
ROPSACITINIB+C0406317,ROPSACITINIB,C0406317,['35398218']
GUSACITINIB+C0011615,GUSACITINIB,C0011615,"['31356921', '30919407']"
IZENCITINIB+C3887654,IZENCITINIB,C3887654,['32161949']
IZENCITINIB+C0009324,IZENCITINIB,C0009324,['32161949']
ORANTINIB+C1112459,ORANTINIB,C1112459,['28988687']
ORANTINIB+C1706732,ORANTINIB,C1706732,"['24829073', '20390419']"
ORANTINIB+C0278488,ORANTINIB,C0278488,"['24715580', '22585426', '22382811']"
ORANTINIB+C0346973,ORANTINIB,C0346973,"['24573743', '21567184']"
ORANTINIB+C0024623,ORANTINIB,C0024623,['24045669']
ORANTINIB+C0877373,ORANTINIB,C0877373,['24045669']
ORANTINIB+C2239176,ORANTINIB,C2239176,['23764238']
ORANTINIB+C0007131,ORANTINIB,C0007131,['22071785']
ORANTINIB+C4329281,ORANTINIB,C4329281,['20676675']
ORANTINIB+C0280100,ORANTINIB,C0280100,['20676674']
SUNITINIB+C0007134,SUNITINIB,C0007134,"['24365125', '24268852', '23665131', '22430274', '22425095', '22344231', '22331073', '22078932', '22038997', '21829041', '21724350', '21664867', '21253692', '20643461', '20457723', '19213664', '18594533', '17868732', '35843776', '35688679', '35688173', '35489363', '35383908', '35032437', '34789480', '33657295', '33284113', '33246931', '33022096', '32895571', '32661118', '32541143', '32339648', '31922424', '31883418', '31825895', '31633185', '31427204', '31399500', '30799259', '30779531', '30779529', '30658932', '30412222', '30401688', '30374764', '29867230', '29853320', '29773662', '29562145', '29374054', '29274030', '28967554', '28330808', '28246756', '27718781', '27686636', '27422311', '27000445', '26853821', '26448178', '26335224', '26174223', '26118456', '25701452', '25538263', '25532471', '25503897', '25142843', '25100134', '24796484', '24785224', '24414551']"
SUNITINIB+C0238198,SUNITINIB,C0238198,"['24356634', '24140183', '24084771', '23518148', '23177515', '22858558', '22661587', '22357255', '22119758', '20858619', '19737946', '19730791', '19282169', '19068454', '19064982', '18955458', '18372169', '17088579', '17046465', '32677196', '32470848', '32147671', '31755321', '31536852', '31471313', '31036770', '31006038', '30979737', '27456941', '27299707', '27179958', '27068858', '26772734', '26373318', '25655899', '25641662', '24957256', '24388774']"
SUNITINIB+C4721208,SUNITINIB,C4721208,"['24323035', '22984218', '21821830', '19633050', '32675015', '27565809']"
SUNITINIB+C0278678,SUNITINIB,C0278678,"['24321258', '24297950', '24220935', '24013576', '23964934', '23721300', '23395639', '23113655', '23051952', '22568998', '22156795', '21898376', '21898375', '21680694', '21654314', '21599551', '21598708', '21174612', '21174224', '20922784', '20806321', '20713418', '20596640', '20142724', '20104222', '19897852', '19652072', '19652053', '19615940', '19549706', '19487381', '19224847', '19213665', '18669464', '18669461', '17969805', '17605814', '17215529', '16757724', '35405437', '34940781', '34800178', '34706141', '33678522', '32233107', '32171288', '32034074', '31902715', '31726458', '31079938', '30902918', '30789633', '30648632', '30543350', '30348216', '30267257', '30061359', '29860937', '29853320', '29788981', '29717651', '29641297', '29550566', '29383520', '28246756', '28199818', '28113029', '27822939', '27720136', '27154357', '26969090', '26908330', '26702763', '26447463', '26350358', '26304872', '26058385', '25967143', '25952317', '25802238', '25698532', '25618828', '25592399', '25541325', '25471941', '25465491', '25049330', '24914044', '24793747', '24687826', '24634003', '24576311', '24366299']"
SUNITINIB+C1514422,SUNITINIB,C1514422,['24311637']
SUNITINIB+C0220650,SUNITINIB,C0220650,"['24268852', '21610524', '26245136', '25378456']"
SUNITINIB+C0007138,SUNITINIB,C0007138,"['24249435', '21427062', '18272031', '25465968']"
SUNITINIB+C0024623,SUNITINIB,C0024623,"['24091982', '22615059', '20461441']"
SUNITINIB+C0877373,SUNITINIB,C0877373,"['24091982', '23963796', '23108697', '23073758', '22615059', '22425927', '22336056', '21989766', '21569994', '21447721', '20485286', '20461441', '20339913', '19403935', '25459392', '24414551']"
SUNITINIB+C1706732,SUNITINIB,C1706732,"['24081937', '23410734', '21531821', '20843836', '20203173', '19586800', '27014931']"
SUNITINIB+C0549410,SUNITINIB,C0549410,['23995862']
SUNITINIB+C3539878,SUNITINIB,C3539878,"['23958375', '26155975']"
SUNITINIB+C0861727,SUNITINIB,C0861727,"['23899530', '21148613']"
SUNITINIB+C0278488,SUNITINIB,C0278488,"['23857972', '22897944', '20652398', '18347007']"
SUNITINIB+C2239176,SUNITINIB,C2239176,"['23842041', '29552783', '27300260', '24563237']"
SUNITINIB+C0278987,SUNITINIB,C0278987,"['23788751', '22743295', '21680048', '26717366']"
SUNITINIB+C0346973,SUNITINIB,C0346973,"['23777288', '23358972', '22537162', '21447616', '17947727', '24800922']"
SUNITINIB+C4528750,SUNITINIB,C4528750,['23761052']
SUNITINIB+C2212425,SUNITINIB,C2212425,['23746142']
SUNITINIB+C0748861,SUNITINIB,C0748861,['23746142']
SUNITINIB+C0027627,SUNITINIB,C0027627,"['23746142', '22331073', '21680694', '21253692', '18955458', '26723241', '25503897']"
SUNITINIB+C0677930,SUNITINIB,C0677930,"['23746142', '21802123', '34750035']"
SUNITINIB+C0278498,SUNITINIB,C0278498,"['23665950', '22460270']"
SUNITINIB+C0027651,SUNITINIB,C0027651,"['23665131', '23518148', '21531821', '21427062', '20457621', '18372169', '29921512', '27300260', '25538263']"
SUNITINIB+C0007131,SUNITINIB,C0007131,"['23635552', '23108697', '22564989', '21989766', '21610524', '20354819', '20188433', '20032789', '19826424', '18235126', '24419419']"
SUNITINIB+C1512441,SUNITINIB,C1512441,['23541810']
SUNITINIB+C3266262,SUNITINIB,C3266262,"['23541810', '23241439', '16520665', '32470848']"
SUNITINIB+C0037088,SUNITINIB,C0037088,"['23511559', '22615059', '20717111']"
SUNITINIB+C0280100,SUNITINIB,C0280100,"['23511559', '20717111', '33203399', '30586316', '24736581']"
SUNITINIB+C0598934,SUNITINIB,C0598934,"['23395639', '24796484']"
SUNITINIB+C0280099,SUNITINIB,C0280099,['23322195']
SUNITINIB+C0677936,SUNITINIB,C0677936,"['23322195', '27103123']"
SUNITINIB+C1337011,SUNITINIB,C1337011,['23269537']
SUNITINIB+C0919976,SUNITINIB,C0919976,"['23241439', '20948437', '20884255', '25659887', '25328943']"
SUNITINIB+C0813175,SUNITINIB,C0813175,"['23231522', '22766517', '21802123', '21742806', '21242586', '20975250', '20711632', '30913495', '27029034', '26794930', '26626617', '26347107']"
SUNITINIB+C1827293,SUNITINIB,C1827293,"['23228446', '31231785']"
SUNITINIB+C4288754,SUNITINIB,C4288754,"['23228446', '20142593']"
SUNITINIB+C0149925,SUNITINIB,C0149925,"['23182663', '26716400']"
SUNITINIB+C0278883,SUNITINIB,C0278883,['23114504']
SUNITINIB+C0220633,SUNITINIB,C0220633,['23114504']
SUNITINIB+C0025500,SUNITINIB,C0025500,['23108697']
SUNITINIB+C3897752,SUNITINIB,C3897752,['23086433']
SUNITINIB+C0678222,SUNITINIB,C0678222,"['23073758', '22336056', '22331954', '21569994', '20497961', '20339913', '34928481', '27577069', '25378456', '24606768']"
SUNITINIB+C4721209,SUNITINIB,C4721209,['23022045']
SUNITINIB+C0812413,SUNITINIB,C0812413,"['22895142', '22005473']"
SUNITINIB+C0948303,SUNITINIB,C0948303,['22885865']
SUNITINIB+C4329281,SUNITINIB,C4329281,"['22868341', '22623210', '21140147', '20960028', '20837944', '20043166', '19903787', '19773375', '33215270', '26864210']"
SUNITINIB+C0020538,SUNITINIB,C0020538,"['22858558', '20733093', '26306901']"
SUNITINIB+C0205851,SUNITINIB,C0205851,"['22846980', '21415240', '19547919', '25085632']"
